"address/buildingId","address/city","address/state","address/streetAddress","address/zipcode","cityId","stateId","price/changedDate","price/priceChange","price/pricePerSquareFoot","price/suffix","price/value","homeStatus","datePostedString","description"
,"Haines City","FL","287 Bottle Brush Dr","33844","45612","14",,,"194",,"376238","FOR_SALE","2023-10-16","One or more photo(s) has been virtually staged. Under Construction. Sample Images of the Dream Finders Homes Mulberry model on lot 534 offers 9'4"" Ceiling Height, BFR Design Package C Includes 42"" Kitchen Upper Barnett Linen Cabinets Throughout; Peppered Ash Granite Countertops; Microwave/Hood Vent to Exterior, Emser Boxwood Celtics 7x22 Floor Tile (All STD Wet Areas & Living / Gathering Room); Dwellings DF 106 Leland 530 Doeskin Carpet w/ 5lb pad; Emser White 6x6 Set Straight Wall Tile w/ Artic White 2x2 set straight Shower Pan Tiles and Garage Door Opener. Haines City provides a small-town feel while still being close to world-class attractions. Moreover, Cypress Park Estates is conveniently located in the heart of the city. Just minutes from essential shops like Publix, Walmart and Lowe’s along with local dining and entertainment options. Not to mention, this community is moments away from beautiful lakes, championship golf courses, sports venues and so much more. From spending a day at Lake Eva Community Park or exploring the hiking trails of Lake Marion Trailhead. Spending time outside with your family has never been easier."
,"Haines City","FL","212 Lake Villa Way","33844","45612","14",,,"199",,"298900","FOR_SALE","2023-10-16","Completely remodeled home with NO HOA in a well established neighborhood. This home features 4 bedrooms and 2 full bathrooms. Fourth bedroom's size is 14x20 with a separate exterior entrance. with many possibilities for this room. Property is within walking distance to Alta Vista Elementary. New kitchen cabinets, quartz counter tops, stainless steel appliances, vinyl flooring throughout, new roof, windows, . Completely rehabbed bathrooms. Property is ready for a new owner. Call for a private showing today!"
,"Haines City","FL","303 Bottle Brush Dr","33844","45612","14",,,"219",,"349638","FOR_SALE","2023-10-16","One or more photo(s) has been virtually staged. Under Construction. Sample Images The Poinciana A with stone on lot 537 42"" Kitchen Upper Barnett Harbor Cabinets, Ornamental White Granite Countertop w/ Sinks; Emser Cabo Coast 17x17 Floor Tile (All STD Wet Areas); Dwellings DF 106 Leland 530 Doeskin Carpet w/ 5lb Carpet Pad; & Emser White 6x6 set straight Wall Tile w/ Artic White 2x2 set straight Shower Pan Tiles. Cypress Park Estates, a new single-family home community located in Haines City. Now known as Polk County's third largest city, Haines City provides a small-town feel while still being close to world-class attractions. Moreover, Cypress Park Estates is conveniently located in the heart of the city. Just minutes from essential shops like Publix, Walmart and Lowe’s along with local dining and entertainment options. Not to mention, this community is moments away from beautiful lakes, championship golf courses, sports venues and so much more. From spending a day at Lake Eva Community Park or exploring the hiking trails of Lake Marion Trailhead. Spending time outside with your family has never been easier."
,"Haines City","FL","283 Bottle Brush Dr","33844","45612","14",,,"209",,"367238","FOR_SALE","2023-10-16","Under Construction. *Model Stock Photo not actual home. **Hillcrest A on Lot 544 offers 9'4 Ceilings, 42"" Kitchen Upper Barnett Linen Cabinets Throughout; Peppered Ash Granite Countertop w/ Sinks; Microwave/Hood Vent to Exterior Emser Boxwood Celtics 7x22 Floor Tile (All STD Wet Areas & Living / Gathering Room); Dwellings DF 106 Leland 530 Doeskin Carpet w/ 5lb pad; Emser White 6x6 Set Straight Wall Tiles w/ Artic White 2x2 set straight Shower Pan Tiles. Welcome to Cypress Park Estates, a new single-family home community located in Haines City. Now known as Polk County's third largest city, Haines City provides a small-town feel while still being close to world-class attractions. Moreover, Cypress Park Estates is conveniently located in the heart of the city. Just minutes from essential shops like Publix, Walmart, and Lowe’s along with local dining and entertainment options. Not to mention, this community is moments away from beautiful lakes, championship golf courses, sports venues and so much more. From spending a day at Lake Eva Community Park or exploring the hiking trails of Lake Marion Trailhead. Spending time outside with your family has never been easier. Dream Finders Homes is proud to offer a collection of single-family homes perfect for growing families and first-time home buyers alike. Don’t miss out - contact us today for more."
,"Haines City","FL","323 Bottle Brush Dr","33844","45612","14",,,"221",,"353488","FOR_SALE","2023-10-16","One or more photo(s) has been virtually staged. Under Construction. Sample Images The Poinciana A Cypress Park Estates, a new single-family home community located in Haines City. Now known as Polk County's third largest city, Haines City provides a small-town feel while still being close to world-class attractions. Moreover, Cypress Park Estates is conveniently located in the heart of the city. Just minutes from essential shops like Publix, Walmart and Lowe’s along with local dining and entertainment options. Not to mention, this community is moments away from beautiful lakes, championship golf courses, sports venues and so much more. From spending a day at Lake Eva Community Park or exploring the hiking trails of Lake Marion Trailhead. Spending time outside with your family has never been easier."
"1030397991","Naples","FL","6820 Beach Resort Dr APT 2506","34114","19533","14",,,"315",,"425000","FOR_SALE","2023-10-16","Relax, entertain and dine on the oversized lanai of this light and bright condo. Enjoy lake views of two water features with a surprising amount of privacy. It also has easy to install screen/fabric storm protection panels.  The immaculate 2BD/2BA floor plan features cathedral ceilings, and spacious laundry room with a utility sink. Bonus - there is no weight restrictions on pets in phase IV.Falling Waters Beach Resort is one of Naples most desirable developments with its 600' lazy river pool, tennis, pickleball, bocce ball, and a separate lap pool. Residents enjoy the very social lifestyle with its many activities in the clubhouse, walking, jogging and biking around the neighborhood and its ideal location between Naples and Marco Island. Grocery stores, Lowes, restaurants and shops are across the street and the Naples’ sugar white beaches are straight down Tamiami Trail. This condo is conveniently located near the main entrance."
,"Dunnellon","FL","8055 N Terrel Poin","34434","43695","14",,,"197",,"310000","FOR_SALE","2023-10-16","Almost Finished! New Construction Home - Set Your Spot Today! Welcome to this impressive 3-bedroom, 2.5-bathroom home, thoughtfully designed with your comfort in mind. The open concept layout ensures a spacious feel, while the split bedroom plan offers the privacy you crave. This home boasts a convenient 2-car garage, complete with a mudroom and adjoining laundry room for added functionality. Enjoy the added luxury of upgraded features, including beautiful luxury plank flooring, elegant trey ceilings in the living room and master bedroom, and the convenience of soft-close wood shaker cabinets in both the kitchen and bathrooms. The stunning granite countertops in the kitchen and bathrooms add a touch of sophistication. Additionally, this home comes equipped with a full kitchen appliance package and ceiling fans for your comfort. You'll appreciate the practicality of a public water source and underground utilities, ensuring a hassle-free living experience. 
Situated less than a quarter of a mile from the highly sought-after Withlacoochee Rails to Trails system, outdoor enthusiasts will love the easy access to biking, skating, hiking, and walking activities. Yet, you're still conveniently to new schools, medical facilities, shopping options, and a variety of local town activities."
"1037984476","Lauderhill","FL","1721 NW 58th Ave #30","33313","52899","14",,,"136",,"285000","FOR_SALE","2023-10-16","Motivated Seller-Nicely updated 3 bedroom, 2.5 bathroom townhouse w 1 car garage. HOA only $211/M. Features updated ceramic tile floors on the first floor/ luxury vinyl floors in the bedrooms. Spacious and open Kitchen/ living/dining room overlooking backyard. The kitchen has updated cabinets, nice light fixtures, stainless steel appliances and granite counter tops. Updated bathrooms. Lowest price in the community. New Roof installed 1.5 years ago over garage. HOA responsible for main roof. No Leasing for the first year as per management. Garage converted to a bedroom/ Maybe utilized as a 4/2.5 2100 SQ FT. 24 Hours NOTICE to SHOW Please"
,"Pace","FL","5586 Cane Syrup Cir","32571","53775","14",,,"181",,"395000","FOR_SALE","2023-10-16","Welcome to this move-in ready 4 Bed 2.5 Bath home that is situated on a large corner lot in the Heart of Pace!  Upon entering the foyer, you will instantly fall in love with this well maintained home.  The office/study is to the right and the laundry/mud room is to the left.  There is a 1/2 bath conveniently located for your guests.  The kitchen offers an abundance of cabinets with new hardware, a raised breakfast bar, an island, granite counter tops, stainless steel appliances, garbage disposal, a pantry and is open which is great for entertaining.  The Master Suite is generous with a coffered ceiling, the master bath offers dual vanities, a separate shower, deep garden tub and two walk-in closets.  The three additional bedrooms are all good in size and all have ceiling fans.  There is a screen patio off of the kitchen.  The backyard features mature trees, landscaping,  a covered grilling area, a 12x16 shop with electric and an attached storage shed.  There is additional parking for an RV with a 30 amp outlet.  A New Privacy Fence was just installed.   Call to schedule a tour today as this home will not last long."
,"Bartow","FL","1808 Kingsmill Dr","33830","44045","14",,,"198",,"410000","FOR_SALE","2023-10-16","Wow, take a look at this very well maintained  4 bedroom/ 2 bath/ 2-car garage that is calling you home! As you enter the home, you are greeted by an open floor plan that is ready for entertaining your holiday guests.  Enjoy sitting out on the screened in back patio with a fully fenced back yard.  The kitchen features 42"" cabinets giving you plenty of storage space, stainless steel appliances, and wood cabinets.  This split floor plan offers bedroom privacy for you and your family.  Conveniently located close to restaurants and just minutes to the Polk Parkway, Lakeland, and Winter Haven. Schedule you showing today, this beautiful home is ready for your touches and memories."
,"Port Orange","FL","5338 Peach Blossom Blvd","32128","33498","14",,,"239",,"339900","FOR_SALE","2023-10-16","This beautifully maintained 3/2 LAKEFRONT PORT ORANGE PLANTATION gem is being packed up in anticipation of the new owner. The spacious kitchen offers plenty of counters and cabinetry, along with double pantries, a breakfast area and bar. Just beyond is the dining area that overlooks the LAKE. What's even better is that the backyard is FENCED. Back inside, the master bedroom has a large, walk-in closet and a bath area with double sinks and walk-in shower. The guest bedrooms share a bathroom and have plenty of room too. Home equipped with HURRICANE STORM SHUTTERS & GARAGE SCREEN. Port Orange Plantation is located in the highly-sought area near the Port Orange Pavilion, Publix, YMCA, and Coraci Park & just a short drive to the Beach.  Taxes & sqft are approximated."
,"PALM COAST","FL","40 PRETORIA LN","32164","26366","14",,,"209",,"417000","FOR_SALE","2023-10-16","Welcome to this remarkable 2022-built home situated on an expansive 1/4-acre lot in a peaceful, non-HOA neighborhood. This residence offers three generously sized bedrooms, two bathrooms, and a versatile den/office, providing plenty of living space for families and professionals alike.

The highlight of this home is the open concept kitchen, seamlessly connecting to the living and dining areas. This modern design fosters a sense of spaciousness, making it perfect for entertaining guests and enjoying family time. The kitchen is complete with granite countertops and modern appliances. A large pantry provides ample storage space. The adjacent dining room provides a cozy spot for casual meals and gatherings with a built-in bar nearby. The property boasts an added bonus - a sizable permitted shed that presents an exciting opportunity for conversion into a guest retreat, or additional storage based on your needs."
"1001927196","JACKSONVILLE","FL","9505 ARMELLE WAY UNIT 1-7","32257","25290","14",,,"194",,"225000","FOR_SALE","2023-10-16","Beautiful ground floor condo, 3 bedrooms, 2 baths, split plan.  Neutral colors throughout, carpet allowance with acceptable offer, community amenities including pool, playground, community clubhouse, gated community.  New dishwasher.  Outside locked storage.  More photos coming later today!!"
,"JACKSONVILLE","FL","1807 MILL CREEK RD","32211","25290","14",,,"168",,"320000","FOR_SALE","2023-10-16","Welcome to this spacious 3-bed, 2-bath brick home on a half-acre lot with boat/RV parking. The open floor plan and well-equipped kitchen make it perfect for family living and entertaining. Enjoy a beautiful yard and a convenient location. Don't miss this opportunity to call it home!"
,"Cape Coral","FL","2548 NW 20th Pl","33993","30742","14",,,"250",,"492000","FOR_SALE","2023-10-16","SELLER FINANCING AVAILABLE! No detail left out, this home comes with all of the upgrades! With almost two thousand square feet, this perfectly fit floorplan will have you moving in tomorrow. Your home is protected with impact resistant windows and doors. Custom crafted kitchen is perfect for entertaining finished with Fondavalle St. Laurent porcelain island. Enjoy plenty of storage in your walk in pantry. Work from home with a special floor to ceiling glass pivot door in your study. Home stays light and airy with high ceilings and custom tray molding. Upgraded lighting all though out the house, even in your master shower. Easy maintenance and cleaning with oversized thirty six inch porcelain tile. Upgrades aren't just for the inside. Leading up to the front door, special landscaping and custom fitted, modern drive and walk way. House is finished with contemporary outriggers. Located minutes from schools, entertainment, and roadways, don't miss on this home! Schedule your showing today!! **glasswork, countertops, and final punch out to be completed**"
"1041845812","Lauderdale Lakes","FL","2850 Somerset Dr APT 414L","33311","32440","14",,,"149",,"150000","FOR_SALE","2023-10-16","NEW PRICE!!!...RENOVATED, IMPECCABLY MAINTAINED 2/2 IN SOMERSET AT LAUDERDALE LAKES...THIS TOP FLOOR UNIT BOASTS CERAMIC TILE FLOORS THROUGHOUT...UPDATED KITCHEN WITH ALL WOOD CABINETRY, STEEL SINK, LARGE WALK-IN PANTRY...PRIMARY BEDROOM AND FEATURES NEWER TILE, VANITY, ...LARGE GUEST BEDROOM WITH WALK-IN CLOSET...GUEST BATHROOM ALSO UPDATED...LOTS OF CLOSET SPACE WITH HALLWAY LINEN CLOSET, UTILITY CLOSET, AND COAT CLOSET...OWNERS HAVE 1 ASSIGNED PARKING SPACE PLUS GUEST SPACE, YOU ARE ALLOWED TO HAVE 2 CARS...SOMERSET OFFERS A COMMUNITY POOL, TENNIS COURTS, CLUBHOUSE, BILLIARDS, & SHUFFLEBOARD, ALL IN A GATED COMMUNITY...SOMERSET IS 55+"
,"The Villages","FL","1409 Conchas Dr","32162","7403","14",,,"260",,"339900","FOR_SALE","2023-10-16","BOND PAID!!!!  This low/no maintenance 2/2 AMELIA Courtyard Villa has so many features you're sure to love it!! If you don't enjoy mowing grass, this home is perfect for you.  Pulling up you'll notice the automatic GARAGE SCREEN. Entering thru the front door,  you'll see an abundance of upgrades.  The spacious OPEN FLOORPLAN has no carpet, all tile. Eat in kitchen features granite counter top, pantry, pass thru window, plenty of upgraded cabinet space, brand new dishwasher, Solatube lighting, Plantation Shutters & Sliders. Master bathroom features, Quarts shower and counter top. The enclosed lanai offers more space to use as an extra room! Beautifully landscaped Courtyard with 2 Pergolas. Home has numerous upgrades. Must see to appreciate. New Roof 2023, AC 2016."
,"Crestview","FL","4152 Big Buck Trl","32539","24265","14",,,"186",,"355000","FOR_SALE","2023-10-16","This Move In Ready Brick home with HUGE fenced in yard will be sold quick. Be sure to request your showing asap. 3 bed 2 full baths and 2 car garage on 1.2 Acres. Spacious living room, dining area and office just inside the front door and a HEATED AND COOLED Insulated Sunroom! (Buyer to verify alldata and dimensions as they are provided as approximations.)"
,"Saint Petersburg","FL","4231 Shore Acres Blvd NE","33703","26922","14",,,"367",,"439000","FOR_SALE","2023-10-16","3 Bedroom 2 Bath Home Offered for Sale in Shore Acres - St. Pete. Located on Shore Acres Blvd NE, This Home Sits on a 110’ Deep Lot with New Front Landscaping and Palm Trees. New Features Include Freshly Painted Inside and Out.  Several New Amenities Include Permitted New Roof and Permitted New HVAC Equipment.  Your All-New Kitchen Features Beautiful Granite Counters and New Stainless Steel Appliances Including Refrigerator, Range, Dishwasher, Microwave and a Stunning Chimney Vent, Too. Lots of New LED Light Fixtures, Ceiling Fans, Plus Newer Windows Throughout and a Newer Water Heater as Well. Before You Head Inside, You’ll Notice the Big Bay Window In The Living Room Step Inside the Leaded Glass Front Door, Immediately Notice The Beautiful New Water Resistance Vinyl Plank Flooring In the Living Room and Throughout Most of Your New Home. Your New Kitchen Has Beautiful Granite, Subway Tile Backsplash, and Functional Shaker Style White Cabinets, with Slow-Close Drawers and Doors.  There’s Loads of Cabinet Space a Breakfast Bar as Well. Nearby Dining Area Affords a Entrance Through French Doors to Your Spacious Fenced- In Back Yard, Complete with a Paver Deck and Gazebo!  Back Inside You Will Find Your Master Suite with an Ensuite Bath. The Master Has a Bay Window Too. Two Comfortably Sized Bedrooms, Along with a Full Bathroom with Jetted Tub & Shower.  All of The Bedrooms Feature Plush New Carpet and Glass Closet Doors and There’s an Inside Utility Room with Laundry Hook-ups for Even More Convenience.  Location? Just a Short Walk to the Shore Acres Rec Center, Less Than 5 Minutes to Northeast Shopping Center. There’s A Tremendous Variety of Eateries Both Casual and Formal Along 4th Street North.  And A Quick Ride to Downtown St. Pete. See This One Soon!"
,"Orlando","FL","159 Lynbrook Dr","32807","13121","14","1696910400000","-5010","323",,"379990","FOR_SALE","2023-10-16","Under Construction. This Beautiful New home in Azalea Park is ready for its new owner.  Prepare to settle in to one of East Orlando's most sought after areas, with the peace of mind of owning a new home and the comfort of a spacious lot to entertain friends and create memories with your family. Perfectly positioned on nearly a quarter acre of land and with no rear neighbors, this home is sure to be ideal for a family that just wants to move in and have no tasks to tend to.    *This home is pending an effective date of 2023 with Certificate of Occupancy from Orange County upon the completed construction, construction is scheduled to be finished 10/25/23*"
,"Port Saint Lucie","FL","7032 Willow Pine Way","34986","33501","14",,,"218",,"382000","FOR_SALE","2023-10-16","Beautifully updated Hyannis model Townhouse located in the highly desirable PGA Village. This 2 bedroom, 2 full bathrooms plus large den/office or can be used as 3rd bedroom with French doors has remodeled kitchen with 42'' white cabinetry, subway tile backsplash and a large center island with beautiful granite. Plenty of cabinet space. Stainless Steel Appliances. Custom built-in coffee/bar station and pantry. The 2nd bathroom was remodeled with tiled walk in shower with a recessed shelf, a vanity and updated lighting. Crown molding throughout, Vaulted ceilings and custom painted tray ceilings, A/C was replaced in Dec. 2019, Hot water heater replaced in Feb. 2021. HOA dues include basic cable, internet, guard gated security, exterior paint, Lawn care. Willow Pines has it's own community pool! Homeowner's have access to ""The Island Club"" which offers a clubhouse, outdoor community pool, fitness center, billiards room, card rooms, library, craft rooms, tennis and pickleball."
,"JACKSONVILLE","FL","5360 REDRAC ST","32205","25290","14",,,"237",,"239900","FOR_SALE","2023-10-16","Adorable brick bungalow recently renovated 3 bedroom 1 bath home with detached garage. This home has had most of the updating already done including windows, vinyl plank floors, and carpet, fully renovated kitchen with granite countertops, stainless steel appliances, tile backsplash and soft close cabinets and a new hot water heater. Conveniently located to I10, downtown, Murray Hill and Riverside this would be a great home for a first time homebuyer, if you are looking to downsize or to add to your investment portfolio."
,"Port Charlotte","FL","462 Reading St NW","33952","13366","14",,,"255",,"299900","FOR_SALE","2023-10-16","One or more photo(s) has been virtually staged. Fantastic opportunity to own this well maintained 2/2 Pool Home in the heart of Port Charlotte. Enjoy that morning coffee, evening cocktail, or take a dip in the pool. That's how we enjoy the outdoor living here in SW Florida!  Plenty of under roof space in the Lanai for Seating and Dining configuration. 2 Car Garage. New Roof in 2022. This location is super convenient to all Port Charlotte has to offer, Shoping, Restaurants, Entertainment, and the beach is just a short 20 minute drive. Close to the I-75 corridor as well. Don't let this one slip away."
,"Palm Bay","FL","3003 Toulon Rd SE","32909","53787","14",,,"207",,"340000","FOR_SALE","2023-10-16","GREAT 3 BEDROOM 2 BATH HOME LOCATED IN NE PALM BAY.  THIS HOME IS LIGHT AND BRIGHT, AND FEATURES A SPACIOUS OPEN FLOOR PLAN, FORMAL LIVING AND DINING ROOM, LARGE MASTER BEDROOM THAT HAS A TRAY CEILING, BAY WINDOW, AND  MASTER BATH FEATURES DOUBLE SINKS AND WALK-IN SHOWER.  THE HOME IS SITUATED ON AN OVERSIZED CITY WATER LOT THAT IS PERFECT FOR ENTERTAINING, AND HAS ENDLESS POSSIBILITIES.  ALSO, CONVENIENTLY LOCATED NEAR SHOPPING, DINING, MEDICAL FACILITIES, AND LESS THAN 30 MINUTES AWAY FROM THE INDIAN RIVER AND THE BEACHES.  THIS IS A GREAT OPPORTUNITY TO MAKE THIS YOUR HOME; DON'T MISS OUT."
,"Melbourne","FL","2720 Locksley Rd","32935","19307","14",,,"252",,"265000","FOR_SALE","2023-10-16","Beautiful property and street lined block near shopping colleges beaches. This 3-bedroom 1 bath home in great condition, has new roof, new central air conditioning and all new plumbing threw out home great for anyone who wants Florida living. only showing on Sundays tenant occupied"
,"Lehigh Acres","FL","239 Narcissus Ave S","33974","5595","14",,,"242",,"350000","FOR_SALE","2023-10-16","Brand New 3 bedroom 2 bathroom Home in highly sought after Lehigh Acres neighborhood. This property leaves nothing to desire. It comes complete with an open concept kitchen equipped with stainless steel appliances and large 42in. shaker cabinets. The Granite island completes the look. The whole home has 32X32 tile throughout. The expansive living room provides A large 72 inch, 6 blade fan and large sliding glass doors that provide access to the lanai that is under truss. The builder was mindful of the times by providing a smart faucet in the kitchen, along with a smart thermostat, and smart garage door opener ( No more going back to make sure you closed the garage door).The home has impact resistant windows. The laundry room also has a laundry tub to clean those messy items before coming into your home.  Don't miss out on this gem."
,"Leesburg","FL","3605 Mount Hope Loop","34748","28595","14",,,"187",,"349900","FOR_SALE","2023-10-16","WELCOME TO THE PLANTATION OF LEESBURG. A 55+ COMMUNITY. THIS WELL MAINTAINED HOME LOCATED IN GLENDALE, A MAINTAINED VILLAGE, IS WAITING FOR ITS NEW OWNER, YOU!!! YOU WILL NOTICE THE CUSTOM HAND PAINTED DRIVEWAY AND WALKWAY LEADING TO THE SCREENED IN FRONT PORCH. THE LEADED GLASS FRONT DOOR LEADS YOU IN TO YOUR NEW HOME. ENTRYWAY WITH COAT CLOSET OPENS UP IN TO THE SPACIOUS LIVING ROOM WITH NEW LUXURY VINYL PLANK FLOORING. CUSTOM MADE CORNICES ABOVE EACH WINDOW. SLIDING DOORS OPEN TO THE ENCLOSED LANAI WHERE YOU CAN ENJOY A MORNING CUP OF COFFEE OR AN EVENING COCKTAIL. LANAI ALSO WIRED FOR HOT TUB. KITCHEN CABINETS GALORE WITH PULL-OUTS, TILED BACK SPLASH AND A SPACIOUS PANTRY. LAUNDRY ROOM HAS A DEEP SINK, 42"" CABINETS AND A SCREENED DOOR LEADING TO THE 2 CAR GARAGE WITH PAINTED FLOOR. THERE ARE PULL DOWN STAIRS THAT LEAD TO THE ATTIC (WITH FLOORING) ABOVE THE GARAGE. LARGE WALK-IN CLOSET IN THE MASTER BEDROOM. MASTER BATH, DOUBLE SINKS, HAS UPDATED SHOWER AND FIXTURES. ENTER THE DEN THROUGH DOUBLE DOORS AND TAKE NOTICE OF THE BUILT IN DESK AREA. THIS HOME WON'T LAST. CALL FOR YOUR SHOWING TODAY."
,"JACKSONVILLE","FL","268 W 62ND ST","32208","25290","14",,,"115",,"159900","FOR_SALE","2023-10-16","INVESTORS: Turn this darling 3 bedroom 2 bath cottage with a detached garage into the perfect cozy home. Great for a flip or buy and hold. Home sold AS-IS."
"1003081250","JACKSONVILLE","FL","9360 CRAVEN RD UNIT 105","32257","25290","14",,,"169",,"215000","FOR_SALE","2023-10-16","There is so much to love about this charming, picture perfect waterfront condo. Enjoy your morning coffee on the oversized, screened in lanai. The Inviting wood burning fireplace creates a warm and cozy focal point.  The Renovated kitchen features stainless steel appliances, abundant counter-space/cabinetry, & a large, roomy pantry.  The wood look porcelain tiles will make your Roomba super speedy! Oodles of extras; massive closet under stairs, space for full sized washer/dryer &  plus both bedrooms are suites with full baths!! Never mow again as the HOA covers lawn care. Fountain Gate is a small boutique community with wonderful amenities  including community pool, exercise room, clubhouse, sauna & more. Great location, mere minutes from Trader Joes, Whole Foods, Target/Publix. This floorplan is the most desired in the community with the most storage!"
,"JACKSONVILLE","FL","4004 SIERRA MADRE DR S","32217","25290","14",,,"203",,"399000","FOR_SALE","2023-10-16","Welcome to your new POOL HOME oasis with back yard turf for easy maintenance!! A perfect blend of comfort, style, and convenience. As you step inside, you'll be greeted by the bright and open concept living space, designed to perfection with an abundance of natural light. This residence also boasts practical upgrades, ensuring your peace of mind and comfort. A brand new roof in 2021 and new HVAC/duct work in 2020 provide efficiency and reliability for years to come. The spacious living area seamlessly flows into the kitchen, creating an ideal space for entertaining friends and family. The three well-appointed bedrooms each offering ample closet space and large windows that invite the outdoors in."
,"JACKSONVILLE","FL","12781 LOCREN RD","32246","25290","14",,,"259",,"465000","FOR_SALE","2023-10-16","Amazing Home in Sought after Indian Springs!! LOOK NO FURTHER this home has been upgraded throughout. Oversized living/Dining room combo with high ceilings. Spacious Kitchen offers plenty of light with large windows over looking the backyard. Master suite has a recently renovated modern walk in shower with with wall to wall tile. Newer tile throughout the entire home.    Enjoy time in the Flex room that leads out to the pavered patio. Backyard has turf grass for a low maintenance lawn. Side yard has enough parking for Boat, Trailer or RV. Garage is fully tiled as well and the Pavered driveway adds even more curb appeal. photos coming on Wednesday."
,"JACKSONVILLE","FL","13755 PICARSA DR","32225","25290","14",,,"250",,"499000","FOR_SALE","2023-10-16","Discover your dream home in Pablo Point. This one owner home is a true cupcake!! Brand new floors, interior paint, ceilings (NO POPCORN) and nearly new roof. Truly one of a kind Renovated kitchen with high end cabinetry and polished granite. Low maintenance yard, lots of room for entertaining, oversized garage, deep driveway for extra parking. LOCATION!!! Minutes from the beach, oodles of dining hot spots and you can shop till you drop! Make your showing appointment today!"
,"West Palm Beach","FL","7127 71st Way","33407","7858","14",,,"247",,"304900","FOR_SALE","2023-10-16","Welcome to your new home in Heritage Village of Central West Palm Beach! This 2-story, 1,236 sq. ft. townhome offers 3 bedrooms and 2.5 bathrooms within a well-maintained HOA community. The updated flooring throughout adds elegance to the living spaces. The kitchen and laundry are conveniently located downstairs. Upstairs, you'll find three spacious bedrooms, and there's a private balcony for you to enjoy. This property has been lovingly maintained and is move-in ready. The Heritage Village community offers amenities for your enjoyment, and its central West Palm Beach location provides easy access to shopping, dining, and entertainment. Don't miss the chance to call this townhome yours!"
,"West Palm Beach","FL","6121 United St","33411","7858","14",,,"234",,"379999","FOR_SALE","2023-10-16",
,"Deerfield Beach","FL","209 NW 47th Ave","33442","4329","14",,,"342",,"479000","FOR_SALE","2023-10-16","PERFECT LOCATION! SINGLE FAMILY 3/2 1 GARAGE ON A QUIET NEIGHBORHOOD. THIS SPACIOUS OPEN FLOOR PLAN WITH GREAT TLC CAN BE INCREDIBLY BEAUTIFUL! IT HAS BRAND NEW ROOF WHICH IT IS DEFINITELY A PLUS. TILE THROUGHOUT THE ENTIRE HOUSE, AND A LARGE SCREENED PATIO TO BARBECUE. ALL AGES COMMUNITY W/ LOW HOA FEE. GREAT SCHOOLS NEAR BY AND WALKING DISTANCE TO QUIET WATERS ELEMENTARY SCHOOL. CLOSE TO SHOPS, BANKS, PUBLIX, CINEMA, PHARMACY & ONLY 5 MILES TO BEAUTIFUL DEERFIELD BEACH WHERE YOU WILL HAVE ALL SPORTS TO PLAY AND RESTAURANTS TO ENJOY. THE COMMUNITY OFFERS SWIMMING POOL, TENNIS & PLAY AREAS. MAJOR HWY ARE ALSO NEAR SUCH AS I-95, SAWGRASS, AND TURNPIKE. THIS HOME CAN BE A PERFECT INVESTMENT OPPORTUNITY OR FOR A NICE FAMILY THAT WANTS TO REMODEL IN HIS OR HER OWN WAY. PRICED RIGHT."
"2036217684","Davenport","FL","2714 Calabria Ave #2714","33897","24319","14",,,"191",,"285000","FOR_SALE","2023-10-16","Are you looking for the perfect vacation spot....well this is it! 4 bed, 3 baths, fully furnished Town home located in Regal Palms. This resort is an exclusive private, gated Resort community located within 15 minutes of Disney World. You will spend endless hours in the 2 1/2 acre tropical swimming pool with a lazy river oasis, complete with heated pools, water slide with waterfalls, outdoor & indoor Jacuzzi's. Plenty of Sun bathing areas, a playground and a volleyball court with a pool side ""Tiki"" bar. The fitness center has a therapeutic Jacuzzi, steam room and sauna along with elliptical equipment. There is also a sap on-site which offers you massages, manicures and pedicures. Regal Palms also has a restaurant and bar, for those days that you just don't want to cook. Onsite is Banana Jacks, a 4000+ sq. ft. family style environment with games, food & fun for all ages. Regal Palms is the most highly sought after Resort Community in the Davenport..  recently remodeled"
,"Palm Bay","FL","459 Old Country Rd SE","32909","53787","14",,,"222",,"385000","FOR_SALE","2023-10-16","Stunning 3/2 Home with Spacious Screened-In Lanai on Cul-de-Sac. This 2022 home is like new and has over $8k+ worth of upgrades. The spacious floor plan boasts 9'4'' ceilings, a stunning eat-in kitchen featuring white cabinets with crown molding, granite countertops, and SS appliances. The kitchen opens to a cozy breakfast nook with bay windows. The owner's suite boasts an ensuite bathroom with double sink vanity and large walk-in closet. French doors open from the living room to a 500 sq ft screened-in lanai that is perfect for relaxing or entertaining. This home is situated on a cul-de-sac street in the gated Preserves at Stonebriar, which has a pool, cabana, tot lot. Don't miss this opportunity to own this beautiful home that is still under warranty with built-in smart home technology."
